,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorehs,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,HTHG,WHDBroad,ECO_AW,aagph1617
105,16170010529,0,3,0,0,0,25109,1,26721,25109,1142.47,113.73,538.29,452.88,37.57,1,1,0,0,1,0,5,6,66.78,2,67.41,2,9,1,1,3,6,4,1,1,2,1,4,2,1,1,6,5,2,0,0,0,3,1345
106,16170010535,0,2,0,0,9000,9238.586957,1.21,16999,25999,1346.96,184.02,496.68,612.6,53.66,3,3,0,0,1,0,5,2,65.8,2,66.91,2,9,1,2,3,5,3,1,1,2,1,5,3,3,1,3,4,4,1,1,0,1,678
107,16170010537,1,1,58.51219512,47.98,5892,14429.31034,0.82,15329,14261,997.31,80.7,549.46,335.88,31.27,1,1,0,0,0,1,2,3,61.31,2,60.04,2,4,1,1,2,1,4,1,1,3,1,5,6,1,1,5,3,1,0,0,0,3,3178
108,16170010538,0,3,0,0,4264,24308.62069,0.82,19140,18363,737.28,90.33,310.43,291.45,45.07,1,1,0,0,1,0,3,6,75.39,1,75.02,1,10,0,3,5,6,2,1,3,1,3,-9,7,3,1,7,6,1,0,0,0,4,1509
109,16170010546,1,1,77.6504878,77.6504878,3950,5972,1,5972,9922,1235.37,65.45,620.1,509.58,40.24,3,3,1,1,1,0,1,1,64.8,2,66.29,2,5,1,3,3,5,3,1,1,2,2,3,1,3,1,5,4,2,1,0,1,2,887
110,16170010553,0,4,0,0,7200,35060,1,43637,42260,1417.58,141.75,807.34,432.16,36.33,1,1,0,0,0,1,8,8,41.49,3,38.57,3,7,1,1,3,4,4,1,1,3,1,1,1,1,1,5,4,2,0,0,0,3,1760
111,16170010556,1,1,1.607590609,1.720121951,5804.307692,13673.72698,1.07,26525,25221,1240.48,121.63,453.87,618.6,46.38,3,3,0,0,0,0,5,3,67.07,2,66.83,2,7,1,4,2,5,3,1,1,1,2,1,5,1,1,4,3,3,0,0,0,4,745
112,16170010560,0,3,0,0,8320,17882.14286,1.21,34587,33355,1159.35,142.37,457,512.41,47.57,1,1,0,0,1,0,7,4,62.94,2,62.46,2,6,1,1,3,5,2,1,1,1,2,5,3,1,2,1,3,4,0,0,0,3,1542
113,16170010568,0,3,0,0,4940,24279.31034,0.82,14082,19022,929.43,210.87,435.19,227.7,55.67,1,88,0,0,1,0,3,6,69.5,1,61.58,2,10,0,4,5,6,2,2,2,1,1,-9,7,3,1,7,6,1,0,0,1,2,815
114,16170010571,1,1,143.000114,153.010122,9600,14647.5,1.07,28507,27177,1391.77,305,527.68,477.27,81.82,3,88,0,0,1,0,6,3,56.17,2,54.73,2,10,0,2,6,3,1,2,2,3,2,-9,3,1,2,1,2,3,0,1,0,3,4886
115,16170010573,0,3,0,0,10200,19466,1,31002,29666,1041.56,110.32,490.52,403.15,37.57,1,1,0,0,0,0,6,5,67.87,2,67.57,2,9,1,2,2,5,3,1,1,1,1,5,1,1,1,5,3,2,0,0,0,3,2900
116,16170010574,0,2,0,0,12000,-6343.589744,1,8187,7052,963.23,128.35,390.03,403.32,41.53,2,2,1,1,1,0,1,1,63.49,2,62.15,2,8,1,2,6,3,1,1,1,3,3,5,4,1,1,3,2,2,0,1,1,1,832
117,16170010579,1,1,34.81767789,42.12939024,4590,8046.428571,1.21,12189,15855,1442.97,92.64,564.34,731.53,54.46,3,3,1,0,1,0,3,1,65.13,2,66.57,2,2,1,4,3,4,3,1,1,2,2,5,3,3,1,2,3,4,0,0,0,2,940
118,16170010580,0,3,0,0,0,39316,1,40621,39316,1056.79,196,408.81,414.41,37.57,1,1,0,0,0,0,8,9,60.13,2,61.56,2,9,1,1,1,6,2,1,1,2,2,4,1,1,1,5,4,2,0,0,0,3,1225
119,16170010582,0,3,0,0,5472,33011,1,39926,38483,965.95,109.96,447.71,371.95,36.33,1,1,0,0,1,0,8,8,63.18,2,60.64,2,7,1,3,3,4,2,1,1,3,2,4,1,1,1,5,4,2,1,0,0,4,682
120,16170010589,0,3,0,0,5400,30707,1,37349,36107,1145.32,126.33,465.64,514.54,38.81,1,1,0,0,0,0,7,8,63.64,2,64.97,2,10,1,4,1,5,3,1,1,2,2,4,1,1,1,5,4,2,0,0,0,4,591
121,16170010600,0,4,0,0,10200,30805.35714,1.32,81532,79204,2110.59,246.78,939.76,845.39,78.66,1,88,0,0,1,0,10,8,52.38,3,52.38,3,9,0,1,4,8,5,1,3,1,1,1,5,1,1,2,5,5,0,0,0,3,1883
122,16170010603,0,3,0,0,5112,33141.5493,1.07,53233,52173,1201.96,85.62,459.37,608.59,48.38,3,3,0,0,0,0,9,8,64.73,2,62.8,2,2,1,1,2,3,2,1,1,3,2,3,1,1,1,5,4,3,0,0,0,3,2576
123,16170010606,0,3,0,0,0,31478,1,32918,31478,1056.07,116.14,578.87,319.45,41.61,3,3,0,0,1,0,6,8,73.66,1,68.84,1,6,1,1,3,6,3,1,1,2,2,5,2,2,1,6,5,2,0,1,0,3,4351
124,16170010611,1,1,75.23170732,61.69,6600,12755.17241,0.82,14836,13998,1011.02,197.31,517.83,254.43,41.45,1,88,0,0,0,0,2,2,51.96,3,47.93,3,7,0,2,6,2,2,3,2,3,3,-9,6,1,1,5,3,1,0,0,0,3,2162
125,16170010620,0,2,0,0,0,9017.241379,0.82,6517,5230,563.5,112.32,283.61,124.66,42.91,1,88,0,1,1,0,1,1,79.99,1,72.91,1,9,0,1,5,9,2,1,3,2,3,-9,7,3,1,7,6,1,0,1,1,1,8840
126,16170010621,0,2,0,0,12600,10501.66667,1.07,24631,25202,912.06,267.53,183.29,413.54,47.7,2,3,0,0,1,0,5,2,70.02,1,70.02,1,8,1,3,5,7,1,1,1,2,1,4,3,1,1,1,3,3,0,0,0,4,2371
127,16170010632,1,1,545.6606531,660.2493902,9732,7013.580247,1.21,22392,21094,2061.09,170.31,1107.52,728.8,54.46,3,3,0,0,1,0,4,1,58.59,2,57.92,2,2,1,1,3,3,5,1,1,3,2,5,3,1,1,3,4,4,1,1,0,1,2906
128,16170010638,0,2,0,0,6600,2743.103448,0.82,8990,8191,874.9,153.92,408.56,256.32,56.1,2,2,0,1,0,0,1,1,55.22,2,56.92,2,7,1,2,5,6,1,2,2,2,1,-9,6,2,1,5,3,1,0,1,1,3,1586
129,16170010639,0,3,0,0,4300,17730,1,19347,22030,949.87,129,429.01,350.5,41.36,2,2,0,0,1,0,4,4,62.04,2,61.65,2,9,1,3,1,4,1,1,1,1,2,4,2,3,1,6,6,2,1,0,0,4,373
130,16170010640,0,3,0,0,6600,20291.83673,1.07,27206,26486,957.01,65.52,428.44,421.28,41.77,1,1,0,0,1,0,5,5,76.4,1,77.58,1,4,1,1,1,5,3,1,1,2,2,5,4,1,1,2,3,3,0,0,0,3,1075
131,16170010644,0,4,0,0,4539,17641.5493,1.07,25051,29590,1371.66,83.3,668.76,571.22,48.38,3,3,0,0,1,0,6,4,71.86,1,68.04,2,2,1,4,3,4,4,1,1,2,2,5,2,3,1,5,5,3,1,0,1,4,801
132,16170010647,1,1,16.62759524,20.11939024,11500,13077.14286,1.21,25512,29808,1420.96,179.66,627.9,561.2,52.2,3,3,0,0,1,0,6,3,63.19,2,62.72,2,7,1,4,2,6,3,1,1,1,2,5,3,3,1,1,2,4,1,0,0,4,750
133,16170010648,0,3,0,0,3600,25952.14286,1.21,41212,39933,1390.84,163.4,591.85,588.57,47.02,1,1,0,0,1,0,8,6,63.16,2,62.01,2,4,1,1,3,4,4,1,1,3,2,4,3,1,1,2,3,4,0,0,0,3,2571
134,16170010649,0,4,0,0,16846.08319,43324.91681,1,62893,60171,1772.77,109.65,947.98,677.57,37.57,1,1,0,0,1,1,10,9,63.34,2,62.84,2,9,1,1,3,3,5,1,1,1,2,5,2,1,1,5,5,2,0,0,0,3,2752
135,16170010655,0,2,0,0,6420.451482,10472.53466,1.21,14662,21082,1292.05,177.6,504.72,555.57,54.16,2,2,0,0,1,0,4,2,59.29,2,57.72,2,2,1,2,2,3,2,1,1,3,2,5,3,1,2,1,2,4,1,1,1,1,802
136,16170010664,0,3,0,0,4200,33903.44828,0.82,19664,23864,861.97,80.45,376.07,369.82,35.63,3,3,0,0,1,0,5,8,67.79,2,67.31,2,6,1,3,5,7,1,1,1,1,1,4,7,3,1,6,5,1,0,0,0,4,534
137,16170010682,0,3,0,0,4263,17057.06522,1.21,31385,35648,1246.41,95.45,426.27,671.14,53.55,3,3,0,0,1,0,7,4,69.56,1,69.56,1,1,1,4,2,7,2,1,1,2,2,5,1,1,1,4,3,4,1,0,1,2,885
138,16170010687,0,3,0,0,15600,18833,1,35205,34433,860.89,103.44,360.54,359.16,37.75,1,1,0,0,0,0,7,4,62.66,2,61.17,2,8,1,2,6,3,1,1,1,3,3,5,5,1,1,4,2,2,0,0,0,3,2121
139,16170010688,0,4,0,0,0,32259.15493,1.07,47260,45808,1384.7,156.22,682.31,503.2,42.97,1,1,0,0,0,0,9,8,53.96,3,51.96,3,9,1,1,6,2,3,1,1,3,3,3,3,1,1,4,4,3,0,0,0,3,2754
140,16170010689,0,4,0,0,12000,17720.83333,1.07,34646,33265,1308.47,136.19,578.28,550.82,43.18,1,1,0,0,1,0,7,4,67.01,2,68.05,2,8,1,1,3,5,4,1,1,2,2,5,3,1,2,1,3,3,0,0,0,3,2250
141,16170010696,1,1,68.0804878,68.0804878,6709.25851,11973.74149,1,19963,18683,1225.8,130.07,578.04,479.71,37.98,1,2,0,0,0,1,3,2,64.2,2,64.2,2,7,1,2,3,6,5,1,1,3,1,5,1,3,1,5,4,2,0,0,0,3,3666
142,16170010699,0,3,0,0,9360,29933.57143,1.21,53139,51267,906.88,140.39,301.91,418.23,46.35,1,1,0,0,1,0,9,7,85.35,1,85.35,1,5,1,1,4,9,5,1,1,2,2,4,3,1,1,1,3,4,0,0,0,3,1037
143,16170010703,1,1,231.8131981,248.040122,4500,7421.666667,1.07,9032,13406,1486.8,77.65,714.96,646.84,47.35,2,2,1,1,1,0,2,1,64.62,2,63.19,2,4,1,2,2,2,4,1,1,3,1,5,3,3,1,2,2,3,0,1,1,1,996
144,16170010708,0,3,0,0,5096,25518.96552,0.82,15551,19897,784.01,96.23,348.69,303.28,35.81,3,3,0,0,1,0,4,6,67.62,2,67.4,2,8,1,4,5,5,1,1,1,1,3,5,6,1,1,5,4,1,1,0,1,4,1344
145,16170010717,0,3,0,0,3536,18925.86207,0.82,11653,14513,553.98,96.08,299.11,116.41,42.38,1,88,0,0,1,0,2,4,83.49,1,76.49,1,4,0,3,5,6,2,1,3,4,3,-9,7,3,1,6,5,1,1,0,1,2,1577
146,16170010719,0,2,0,0,10200,8529.285714,1.21,21003,22141,1049.59,197.02,317.79,482.58,52.2,3,3,0,0,1,0,4,1,68.38,2,68.38,2,7,1,2,2,8,2,1,1,1,1,1,3,1,2,1,2,4,0,1,0,1,697
147,16170010720,0,4,0,0,0,94589.65517,0.82,56310,54862,1416.3,191.73,750.71,438.17,35.69,1,1,0,0,1,1,9,10,44.94,3,46.6,3,5,1,1,4,6,4,2,2,2,2,-9,7,3,1,7,6,1,1,1,0,3,1683
148,16170010722,1,1,1777.268293,1457.36,0,12944.82759,0.82,8774,7508,2406.69,407.76,1556.14,394.26,48.53,2,88,1,1,1,1,1,3,1,5,1,5,2,0,1,4,2,3,1,3,3,1,2,7,3,1,7,6,1,0,1,1,1,2264
149,16170010729,0,3,0,0,4732,19806.89655,0.82,11488,16220,546.45,81.16,259.88,172.28,33.13,3,1,0,0,1,0,3,5,80.64,1,73.1,1,7,1,4,5,8,1,1,1,1,3,5,7,3,1,6,5,1,1,0,1,2,521
150,16170010732,0,3,0,0,12000,17895,1.21,38280,37053,983.49,162.87,329.01,443.01,48.6,1,1,0,0,1,0,7,4,65.17,2,63.66,2,8,1,2,6,3,1,1,1,3,2,5,3,1,1,2,3,4,0,0,0,3,1386
151,16170010738,0,3,0,0,5304,22289.65517,0.82,12928,18232,614.91,41.11,249.61,293.08,31.11,1,1,0,0,1,0,3,5,73.06,1,74.39,1,7,1,4,5,6,1,1,1,2,1,3,7,3,1,6,5,1,1,0,1,2,735
152,16170010741,0,4,0,0,0,26044,1,27311,26044,1223.57,129.66,559.79,496.62,37.5,1,1,0,0,1,1,5,6,59.83,2,61.01,2,2,1,1,3,5,5,1,1,2,2,1,2,3,1,6,6,2,0,0,0,3,1680
153,16170010743,0,3,0,0,6600,27932,1,35786,34532,1093.26,93.87,496.23,465.59,37.57,1,1,0,0,1,0,7,7,64.72,2,64.42,2,9,1,2,2,3,3,1,1,1,1,1,2,3,1,6,5,2,1,0,0,3,451
154,16170010748,0,4,0,0,3240,38833.09859,1.07,59808,58383,1474.76,62.58,715.23,654.05,42.9,1,1,0,0,0,0,10,9,62.78,2,62.65,2,2,1,1,3,6,4,1,1,1,2,5,1,1,1,4,4,3,0,0,0,3,1490
155,16170010749,0,3,0,0,0,40900,0.82,24988,23722,745.51,125.4,238.43,328.91,52.77,1,88,0,0,0,1,5,9,75.81,1,75.81,1,8,0,1,5,9,3,3,2,2,3,-9,6,1,2,5,3,1,0,1,0,3,1982
156,16170010758,0,2,0,0,4316,14248.27586,0.82,9559,12580,766.78,93.16,334.03,304.87,34.72,3,3,0,0,1,0,2,3,73.35,1,74.48,1,7,1,3,5,6,2,1,1,2,1,5,7,3,1,6,5,1,1,0,1,2,1236
157,16170010759,0,4,0,0,0,26067,1,27722,26067,1230.73,159.16,566.93,467.07,37.57,1,1,0,0,1,1,5,6,59.45,2,59.45,2,9,1,1,4,8,4,1,1,2,1,1,2,3,1,6,5,2,0,0,0,3,2688
158,16170010765,0,3,0,0,7800,17774,1,26862,25574,1009.99,107.04,523.9,342.53,36.52,1,1,0,0,0,0,5,4,58.65,2,57.95,2,4,1,2,2,3,1,1,1,1,1,5,1,1,1,5,3,2,0,0,0,3,790
159,16170010767,0,3,0,0,6912,26872.5,1.07,40119,39159,1031.07,122.82,489.91,376.57,41.77,1,1,0,0,1,0,8,7,56.89,2,56.89,2,4,1,1,1,1,1,1,1,3,2,4,3,1,1,1,2,3,0,0,0,3,818
160,16170010772,0,3,0,0,7920,44893,1,54815,52813,991.45,98.24,342.31,513.95,36.95,1,1,0,0,1,1,9,9,80.61,1,80.61,1,6,1,1,4,9,5,1,1,2,2,4,1,1,1,5,5,2,0,0,0,3,2938
161,16170010773,0,4,0,0,0,28855.17241,0.82,18138,16736,994.57,35.49,470.7,443.31,45.07,1,88,0,0,1,1,3,7,56.43,2,57.83,2,10,0,1,4,6,5,1,3,2,2,5,7,3,1,6,5,1,1,0,0,3,6631
162,16170010781,0,4,0,0,0,24963.7931,0.82,15558,14479,1076.64,80.99,625.24,339.14,31.27,1,1,0,0,1,1,2,6,55.97,2,56.88,2,4,1,1,4,7,4,1,1,2,2,5,7,3,1,7,6,1,1,0,1,3,2414
163,16170010789,1,1,12.4904878,12.4904878,5200,10166,1,12168,15366,1170.21,130.51,514.02,484.08,41.6,3,3,0,0,1,0,2,2,68.88,1,69.95,1,1,1,4,2,6,3,1,1,2,2,5,1,3,1,5,5,2,1,0,1,2,477
164,16170010790,0,4,0,0,0,21037.93103,0.82,13070,12202,1158.29,102,612.42,408.21,35.66,2,2,0,0,1,1,2,5,64.87,2,65.42,2,1,1,1,3,6,4,1,1,2,1,3,7,3,1,6,5,1,1,0,1,3,3100
165,16170010791,0,4,0,0,0,17211.26761,1.07,25777,24440,1435.24,64.32,731,598.74,41.18,1,1,0,0,1,0,5,4,59.61,2,57.42,2,5,1,1,3,4,4,1,1,3,2,5,5,3,2,5,6,3,0,0,1,1,2651
166,16170010801,0,3,0,0,0,17736.2069,0.82,11453,10287,520.69,144.58,169.31,153.23,53.57,1,88,0,0,1,0,1,4,86.71,1,79.12,1,9,0,1,5,9,1,2,2,2,3,-9,7,3,1,6,5,1,1,1,1,1,1611
167,16170010802,0,2,0,0,0,14516,1,15758,14516,876.92,92.12,409.73,332.51,42.56,2,2,0,0,1,0,2,3,81.28,1,81.9,1,10,1,1,2,5,3,1,1,2,2,4,2,3,1,6,6,2,1,0,1,3,1794
168,16170010820,1,1,250.1895787,330.2502439,16705,4385.784314,1.32,19734,25652,1858.44,207.1,885.48,707.83,58.03,3,3,0,0,1,0,5,1,56.28,2,55.56,2,7,1,2,1,4,4,1,1,1,2,5,3,1,1,3,3,5,0,1,0,3,828
169,16170010821,0,2,0,0,5023.187,12897.15,1.32,28496,28496,882.11,169.53,181.07,477.74,53.77,1,1,0,0,1,0,6,3,75.1,1,75.1,1,9,1,3,5,7,2,1,1,2,3,5,3,1,2,2,3,5,0,0,0,4,855
170,16170010822,1,1,215.0468429,230.100122,3000,11610.56338,1.07,20724,19487,1468.86,64.62,857.94,504.04,42.26,1,1,0,0,1,0,4,2,64.57,2,60.2,2,6,1,1,1,4,5,1,1,2,1,5,2,1,1,5,5,3,1,1,1,1,2371
171,16170010823,1,1,568.682357,608.490122,14810,-7964.084507,1.07,4940,3501,1847.25,330.95,836.14,638.39,41.77,1,1,1,1,0,1,1,1,50.44,3,51.51,3,4,1,1,4,6,5,1,1,2,1,1,1,1,2,5,4,3,0,1,1,3,3551
172,16170010824,0,3,0,0,4650,17500,1.07,22545,21800,1236.44,143.8,512.48,532.58,47.58,3,3,0,0,1,0,4,4,69.43,1,69.14,1,1,1,3,2,5,3,1,1,1,2,5,4,1,1,1,2,3,0,0,0,2,434
173,16170010828,0,3,0,0,3720,32731.03448,0.82,23499,22704,563.69,118.26,178.1,235.22,32.11,1,1,0,0,0,0,4,8,68.83,1,68.83,1,2,1,1,5,9,1,1,1,2,2,1,6,1,1,5,3,1,0,0,0,3,9519
174,16170010839,0,3,0,0,4209.230769,16037.53316,0.82,14607,13511,801.77,94.37,338.64,332.03,36.73,3,3,0,0,1,0,2,3,73.59,1,73.36,1,10,1,4,2,4,2,1,1,4,2,5,7,1,1,6,5,1,1,0,1,4,792
175,16170010844,0,4,0,0,8700,27623.33333,1.07,42771,41848,1274.96,412.05,463.36,342.34,57.21,1,88,0,0,1,0,8,7,37.31,4,37.31,4,9,0,2,1,8,1,3,2,1,1,-9,3,1,1,1,3,3,0,0,0,3,673
176,16170010855,0,3,0,0,7102,17341.37931,0.82,18208,17160,925.59,82.04,508.38,303,32.17,1,1,0,0,0,1,3,4,53.16,3,50,3,9,1,1,1,2,3,1,1,3,1,5,6,1,1,5,3,1,0,0,0,3,1376
177,16170010871,0,4,0,0,25200,41545,1,69467,66745,1254.08,124.97,555.86,535.68,37.57,1,1,0,0,0,1,10,9,65.96,2,67.52,2,9,1,1,4,6,5,1,1,2,2,4,1,2,1,5,3,2,0,0,0,3,2843
178,16170010881,0,4,0,0,0,52960.34483,0.82,32149,30717,1068.16,115.78,550.82,370.45,31.11,1,1,0,0,1,1,6,10,63.33,2,65.25,2,7,1,1,4,6,5,1,1,2,1,4,7,3,1,6,5,1,1,0,0,3,1594
179,16170010882,0,4,0,0,0,63127.58621,0.82,37573,36614,987.47,114.56,547.82,293.82,31.27,1,1,0,0,1,0,7,10,60.78,2,61.5,2,4,1,1,3,6,2,1,1,2,2,2,7,3,1,7,6,1,0,0,0,3,2881
180,16170010884,0,2,0,0,3600,12607,1,12607,16207,657.05,176.14,274.23,158.32,48.36,1,88,0,0,1,0,3,2,59.73,2,48.43,3,7,0,2,1,1,1,1,3,3,1,5,2,3,1,6,5,2,1,1,1,1,592
181,16170010890,0,3,0,0,9000,26006.89655,0.82,24988,24084,902.05,77.59,502.22,291.13,31.11,1,1,0,0,0,0,5,6,60.79,2,60.49,2,7,1,2,2,2,2,1,1,3,1,5,6,1,1,5,3,1,0,0,0,3,668
182,16170010891,0,4,0,0,38400,22034.375,1.32,75963,73655,1607.65,166.25,524.78,862.85,53.77,1,1,0,0,1,0,10,5,78.19,1,78.19,1,9,1,2,2,9,5,1,1,2,2,4,3,3,1,1,3,5,0,0,0,3,802
183,16170010892,1,1,98.9604878,98.9604878,4368,10374.35897,1,8206,12460,1256.68,141.76,623.99,449.33,41.6,3,3,1,1,1,0,2,2,64.02,2,65.31,2,1,1,4,2,5,3,1,1,2,2,4,4,2,1,1,1,2,1,0,1,2,666
184,16170010897,0,4,0,0,20400,19214.78873,1.07,49016,47685,1588.63,208.9,756.72,575.51,47.5,2,2,0,0,0,0,9,5,54.59,2,52.65,3,8,1,2,6,2,4,1,1,3,3,3,1,1,1,5,3,3,0,1,0,3,1920
185,16170010900,0,3,0,0,9600,27225.71429,1.21,49052,47716,1110,204.62,320.47,536.54,48.37,1,1,0,0,1,0,9,7,65.86,2,66.81,2,9,1,1,2,7,3,1,1,2,2,1,3,1,1,1,3,4,0,0,0,3,1539
186,16170010901,0,2,0,0,5304,6290,1,12607,11594,941.68,105.51,527.57,271.1,37.5,1,1,0,0,1,0,1,1,69.56,1,64.89,2,2,1,4,3,4,3,1,1,2,2,5,2,3,1,6,6,2,0,0,1,4,932
187,16170010903,0,2,0,0,5395,8017,1,11076,13412,1060.08,123.7,465.48,428.6,42.3,3,3,0,0,1,0,2,1,65.22,2,65.22,2,2,1,4,3,9,2,1,1,1,2,5,1,3,1,5,4,2,1,0,1,2,767
188,16170010904,0,4,0,0,7128,46340,1,55042,53468,1652.59,109.54,940.79,563.45,38.81,1,1,0,0,0,1,9,10,47.94,3,43.75,3,10,1,1,3,2,5,1,1,1,1,5,1,1,1,5,4,2,0,0,0,3,6048
189,16170010916,0,3,0,0,3519.230769,14806.00375,1.32,41114,39942,1407.41,176.3,361.63,806.11,63.37,3,3,0,0,1,0,8,3,69.03,1,69.66,1,5,1,3,2,5,3,1,1,2,1,4,3,1,1,2,4,5,0,0,0,4,627
190,16170010918,0,2,0,0,4316,10683,1,10835,14999,886.7,126.05,297.56,421.45,41.64,2,2,0,0,1,0,2,2,71.41,1,71.41,1,1,1,4,5,7,1,1,1,1,2,5,1,3,1,5,4,2,1,0,1,2,793
191,16170010919,1,1,77.1104878,77.1104878,0,-683.3333333,1,1100,-533,1234.83,121.56,565.66,510.04,37.57,1,1,1,1,1,1,1,1,61.74,2,61.15,2,9,1,1,3,5,5,1,1,1,2,4,4,2,1,2,4,2,0,1,1,1,2992
192,16170010920,1,1,197.4767495,211.300122,6916,5456.338028,1.07,15636,14664,1450.06,153.19,660.78,588.26,47.83,3,3,0,0,0,0,2,1,65.65,2,64.06,2,8,1,3,2,3,4,1,1,3,1,5,4,1,2,4,3,3,0,0,0,2,399
193,16170010928,1,1,305.7432977,369.9493902,16800,14284.28571,1.21,38179,36798,1770.79,202.75,870.1,644.1,53.84,3,3,0,0,1,0,7,3,53.26,3,50.6,3,8,1,2,3,4,4,1,1,3,2,1,3,1,2,1,2,4,0,0,0,3,3472
194,16170010931,0,4,0,0,9600,29382.85714,1.21,52430,50736,2108.58,100.82,1189.63,770.56,47.57,1,1,0,0,1,0,9,7,46.34,3,45.66,3,6,1,1,4,7,5,1,1,1,2,3,3,1,1,1,3,4,0,0,0,3,3394
195,16170010934,0,4,0,0,17810,37065.83333,1.07,63681,62289,1611.47,136.87,814.94,616.76,42.9,1,1,0,0,1,0,10,9,67.26,2,67.66,2,2,1,1,4,5,5,1,1,2,1,5,3,1,1,2,3,3,1,1,0,3,2952
196,16170010940,0,2,0,0,5044,7592,1,8411,12636,871.63,124.55,402.28,301.91,42.89,3,3,1,0,1,0,2,1,77.29,1,69.5,1,10,1,4,2,3,2,1,1,3,2,5,5,3,1,5,4,2,1,0,1,2,805
197,16170010942,0,4,0,0,0,46443,1,48135,46443,1252.78,61.58,815.1,338.53,37.57,1,1,0,0,1,1,9,10,63.4,2,64.37,2,9,1,1,4,4,5,1,1,2,1,4,2,3,1,6,5,2,1,0,0,3,2688
198,16170010952,0,2,0,0,0,8862.068966,0.82,5140,5140,715.06,37.75,379,266.2,32.11,1,1,1,1,1,1,1,1,73.42,1,69.36,1,2,1,1,3,5,4,1,1,2,2,5,7,3,1,6,5,1,0,1,1,1,2943
199,16170010954,0,4,0,0,0,38859.78261,1.21,73424,71502,1900.48,190.51,924.76,736.84,48.37,1,1,0,0,1,0,10,9,62.01,2,62.01,2,9,1,1,3,7,5,1,1,2,1,1,1,1,1,4,5,4,1,1,0,3,1491
200,16170010955,0,3,0,0,0,20698.27586,0.82,13391,12005,748.41,79.66,336.28,300.83,31.64,1,1,0,0,1,1,2,5,68.34,2,69.34,1,6,1,1,3,5,3,1,1,2,2,5,7,1,1,7,6,1,0,0,1,1,1889
201,16170010961,0,3,0,0,2400,38108.69565,1.21,74196,72520,1022.45,155.84,300.76,519.08,46.77,1,1,0,0,0,0,10,9,67.99,2,67.99,2,7,1,1,3,9,2,1,1,2,2,4,1,1,1,4,4,4,0,0,0,3,1186
202,16170010982,1,1,227.5853659,186.62,4680,-5794.827586,0.82,1319,1319,1135.95,46.96,556.95,495.59,36.45,2,2,1,1,0,1,1,1,63,2,63.89,2,10,1,2,2,3,5,1,1,2,1,3,6,3,1,4,1,1,0,0,1,3,1864
203,16170010988,0,2,0,0,6600,-2072.857143,1.21,4776,3698,1293.51,79.4,530.27,636.27,47.57,1,1,1,1,1,0,1,1,65.69,2,64.28,2,6,1,2,2,2,3,1,1,3,2,5,3,1,2,2,3,4,0,1,1,1,2508
204,16170010990,0,2,0,0,5400,9098,1,15611,14498,747.54,106.19,226.22,377.63,37.5,1,1,0,0,1,0,2,1,76.8,1,76.8,1,2,1,2,2,9,2,1,1,2,2,5,2,3,1,6,5,2,0,0,1,3,1047
205,16170010993,0,3,0,0,5088,22734.48276,0.82,19363,18274,860.05,40.02,486.96,302.24,30.83,1,1,0,0,1,0,3,6,60.95,2,60.95,2,5,1,4,3,8,1,1,1,2,1,3,7,1,1,6,5,1,1,0,0,4,1785
206,16170010998,0,3,0,0,5148,19806.89655,0.82,11488,16636,484.87,114.17,218.52,116.77,35.41,3,3,0,0,1,0,3,5,80.96,1,71.1,1,4,1,4,5,9,1,1,1,5,3,1,7,3,1,6,5,1,1,0,1,4,1532
207,16170011003,1,1,297.0490828,359.4293902,4524,13024.28571,1.21,23793,22758,1760.27,279.74,827.94,584.97,67.62,2,88,0,0,1,0,4,3,51.45,3,50.6,3,5,0,3,3,4,3,1,3,1,2,2,3,1,1,1,3,4,1,0,0,4,431
208,16170011019,0,4,0,0,0,29524,1,31474,29524,1300.25,59.13,675.69,527.86,37.57,1,1,0,0,1,1,6,7,58.13,2,56.07,2,9,1,1,2,1,5,1,1,3,2,3,2,3,1,6,5,2,0,0,0,3,1469
209,16170011040,0,3,0,0,240,20767.24138,0.82,13216,12285,618,83.41,254.93,247.49,32.17,1,1,0,0,1,0,2,5,71.93,1,71.93,1,9,1,1,2,7,1,1,1,2,2,5,7,3,1,6,5,1,0,0,1,3,3193
210,16170011047,0,3,0,0,6600,22737,1,30379,29337,1102.48,119.97,463.15,478.81,40.55,3,3,0,0,0,0,6,6,70.52,1,70.93,1,7,1,2,2,5,3,1,1,2,2,5,1,1,1,5,4,2,0,0,0,3,1221
211,16170011054,0,4,0,0,0,55188,1,56574,55188,1727.29,121.62,994.26,572.6,38.81,1,1,0,0,1,1,9,10,53.47,3,52.62,3,10,1,1,4,5,5,1,1,1,1,4,2,1,1,7,6,2,1,0,0,3,2755
